"Field"
"Bayside FC Facility (East Providence High School)"
"Mitchel Athletic Complex"
"Manhattanville College (grass)"
"Metro Park  Metro Park # 3"
"Metro Park  Metro Park # 3"
"Rio Tinto Stadium"
"Grande Sports World Field 7"
"Capelli Sport Complex - Field 4 Capelli Sport Complex - Field 4 SS B"
"Dublin Jerome High School Dublin Jerome Grass Field #3"
"Pine Island Park"
"PDA Soccer Complex Field 1"
"Atlanta United Training Center - Field 6"
"Atlanta United Training Center - Field 5"
"East Side Sports Complex ESSC - Field 11"
"The Proving Grounds Field 1"
"The Proving Grounds Field 2"
"Preston Park Preston Field 2"
"Pleasant View # 7"
"Legion Field Legion Field 1"
"Deerwood Bonita Lakes Park"
"Cal State LA - Stadium"
"Loudoun Soccer Park Loudoun Soccer Park - Field 1 (Turf)"
"Met Oval"
"NEFC Park NEFC Park 1a"
"BB&T Soccer Park BB&T Soccer Park Field 9A"
"BB&T Soccer Park BB&T Soccer Park Field 9B"
"BB&T Soccer Park BB&T Soccer Park Field 1"
"Orange Coast College"
"YSC Sports (Turf) Indoor Turf"
"Pride Soccer Complex Pride Complex Field 1"
"Oakland University - Dome Field"
"Pierson Park"
"Athey Creek Middle School #3"
"St Benedict's Preparatory School - Lower Field "
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Metro State University, Regency Athletic Complex"
"Schoolcraft Stadium - Outdoor"
"North Creek #1"
"Elon Park Elon Park Turf Field #3"
"StubHub Center Field 5"
"StubHub Center Field 4"
"Centre Nutrilait"
"Centre Nutrilait"
"Mitchel Athletic Complex"
"Gamble Rodgers Middle School"
"Gamble Rodgers Middle School"
"Brennan Field"
"Aviator Sports and Recreation - Field 1 (Turf)"
"Georgia Soccer Park - Field 3"
"Dublin Jerome High School Dublin Jerome Stadium Field"
"Hefner Fields - The Plex (Field 13)"
"Pinnacle Sports Complex (Turf) Pinnacle Sports Complex - Main"
"Manhattanville College (grass)"
"Metro Park  Metro Park # 1"
"Lake Sylvan Park Field C"
"Lake Sylvan Park Field B"
"Lake Sylvan Park Field A"
"PDA Soccer Complex Field 3"
"Crew SC Training Center at Obetz  Crew SC Training Center Grass Field"
"Bayside FC Facility (East Providence High School)"
"YSC Sports (Turf) Indoor Turf"
"Rio Tinto Stadium"
"Capelli Sport Complex - Field 4 "
"East Side Sports Complex ESSC - Field 11"
"Pleasant View # 7"
"Elon Park Elon Park Turf Field #3"
"Elon Park Elon Park Turf Field #4"
"Deerwood Bonita Lakes Park"
"Army and Navy Academy"
"Cal State LA - Stadium"
"Loudoun Soccer Park Loudoun Soccer Park - Field 1 (Turf)"
"NEFC Park NEFC Park 1"
"NEFC Park NEFC Park 2"
"BB&T Soccer Park BB&T Soccer Park Field 2"
"BB&T Soccer Park BB&T Soccer Park Field 1"
"Pride Soccer Complex Pride Complex Field 1"
"Fowler Park Fowler Park: Field 10 (turf)"
"Fowler Park Fowler Park: Field 5 (turf)"
"Oakland University - Dome Field"
"Howison Homestead Park Howison #1 (Turf)"
"Howison Homestead Park Howison #1 (Turf)"
"The Proving Grounds Field 1"
"The Proving Grounds Field 2"
"Wootton High School"
"Brennan Field"
"Legion Field Legion Field 1"
"Hefner Fields - The Plex (Field 13)"
"Rio de Los Angeles State Park"
"Thomas Brooks Park #1 (Turf)"
"Gamble Rodgers Middle School"
"Gamble Rodgers Middle School"
"Aviator Sports and Recreation - Field 1 (Turf)"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Metro State University, Regency Athletic Complex"
"Denver Christian School"
"Georgia Soccer Park - Field 3"
"Dublin Jerome High School Dublin Jerome Stadium Field"
"Pinnacle Sports Complex (Turf) Pinnacle Sports Complex - Main"
"StubHub Center Field 5"
"StubHub Center Field 4"
"Manhattanville College (grass)"
"Metro Park  Metro Park # 1"
"PDA Soccer Complex Field 3"
"Crew SC Training Center at Obetz  Crew SC Training Center Grass Field"
"Woodinville Sports Fields Field #6"
"Lake Sylvan Park Field B"
"Lake Sylvan Park Field A"
"Army and Navy Academy"
"Elon Park Elon Park Turf Field #4"
"Bayside FC Facility (East Providence High School)"
"BB&T Soccer Park BB&T Soccer Park Field 2"
"Fowler Park Fowler Park: Field 5 (turf)"
"Fowler Park Fowler Park: Field 10 (turf)"
"Howison Homestead Park Howison #1 (Turf)"
"Thomas Brooks Park #1 (Turf)"
"BB&T Soccer Park BB&T Soccer Park Field 1"
"Wootton High School"
"Oregon Episcopal School"
"The Proving Grounds Field 2"
"Pinnacle Sports Complex (Turf) Pinnacle Sports Complex - Main"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Crew SC Training Center at Obetz  Crew SC Training Center Grass Field"
"StubHub Center   Field 4"
"Howison Homestead Park Howison #1 (Turf)"
"Wootton High School"
"Oregon Episcopal School"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Cosumnes River College"
"Val Vista - Field 1"
"Oakland University - Dome Field"
"Francis Parker School"
"Legion Field Legion Field 1"
"Daniels Field Sports Center"
"Orange Coast College"
"J.C. Handly Sports Complex Field 6A (Carillon Sports and Family Medicine)"
"Pride Soccer Complex Pride Complex Field 4 North"
"Pride Soccer Complex Pride Complex Field 4 South"
"Cosumnes River College"
"Ukrop Park Ukrop Park #4"
"Oakland University - Dome Field"
"J.C. Handly Sports Complex Field 6B (Carillon Sports and Family Medicine)"
"Francis Parker School"
"Legion Field Legion Field 1"
"Orange Coast College"
"Pride Soccer Complex Pride Complex Field 1"
"Cosumnes River College"
"Williamsburg Middle School WMS #1A"
"Williamsburg Middle School WMS #1B"
"Ukrop Park Ukrop Park #4"
"Gamble Rodgers Middle School"
"Bayside FC Facility (East Providence High School)"
"Ukrop Park Ukrop Park #3A"
"Grover Cleveland Athletic Field"
"Capelli Sport Complex - Field 4 "
"Orange Coast College"
"Pride Soccer Complex Pride Complex Field 1"
"Canlan Sportsplex Lake Barrington Canlan Sportsplex Lake Barrington Field A"
"Canlan Sportsplex Lake Barrington Canlan Sportsplex Lake Barrington Field B"
"Williamsburg Middle School WMS #1"
"Legion Field Legion Field 1"
"Allen Creek Soccer Complex   Allen Creek Soccer Complex Field 1"
"Bayside FC Facility (East Providence High School)"
"Gamble Rodgers Middle School"
"Ukrop Park Ukrop Park #3A"
"Grover Cleveland Athletic Field"
"Williamsburg Middle School WMS #1"
"Allen Creek Soccer Complex   Allen Creek Soccer Complex Field 1"
"Olympic Park Field 9 (Turf)"
"McCurry Park South McCurry South #23a"
"Grande Sports World Field 8"
"Grande Sports World Field 7"
"Hallmark Sports Club"
"Bartholomew Sports Park BSP 3S"
"Liberty High School Clive Charles Field (west)"
"SilverLakes Sports Complex Silverlakes #5"
"Police Field"
"Seacoast United Soccer Complex Field 3"
"Red Morton McGarvey"
"National Sports Center"
"Manhattanville College (grass)"
"Manhattanville College (grass)"
"Olympic Park Field 4 (Turf)"
"Harmony Sports Complex Turf Field 8"
"Harmony Sports Complex Turf Field 7"
"Olympic Park Field 9 (Turf)"
"Francis Parker School"
"Atlanta United Training Center - Field 5"
"Atlanta United Training Center - Field 5"
"Bailey Park Turf - 2A"
"Bailey Park Turf 2B"
"Ridgefield Park Sports Complex - Overpeck Ridgefield Park Sports Complex - Overpeck F1"
"Capelli Sport Complex - Field 4 Capelli Sport Complex - Field 4 FS"
"Frank Liske Park  Frank Liske Park Field 11A"
"Frank Liske Park  Frank Liske Park Field 11B"
"The PrivateBank Fie Pitch South Field"
"Orange Park"
"Dick's Sporting Goods Park Field 24"
"Dick's Sporting Goods Park Field 24"
"The Proving Grounds Field 1A"
"The Proving Grounds Field 1B"
"Lincoln Elementary School Lincoln Elementary School - 9v9 field 1A"
"Pleasant View Sports Complex Pleasant View # 1A"
"Pleasant View Sports Complex Pleasant View # 1B"
"Toyota Soccer Center - Field 8"
"Grand Park Sports Campus - Field 4 (Turf)"
"Classic Soccer Park Field 3 (9v9)"
"Ukrainian Natonals"
"Ukrainian Natonals"
"Sierra College"
"PDA Soccer Complex Field 1"
"PDA Soccer Complex Field 5"
"Ukrop Park Ukrop Park #6"
"Ukrop Park Ukrop Park #5"
"Surf Cup Sports Park Surf Cup Sports Park # 3"
"Surf Cup Sports Park Surf Cup Sports Park # 4"
"Surf Cup Sports Park Surf Cup Sports Park # 7"
"Surf Cup Sports Park Surf Cup Sports Park # 8"
"Trione Fields Trione East"
"Trione Fields Trione East"
"Jefferson Playfield  North Field"
"Jefferson Playfield  South Field"
"Stocker Fields"
"Oakland University - Dome Field"
"Hallmark Sports Club"
"Bartholomew Sports Park BSP 3S"
"Liberty High School Clive Charles Field (west)"
"SilverLakes Sports Complex Silverlakes #5"
"TD Bank Oakwood Soccer Park Nationwide OSP #2 (back field)"
"Seacoast United Soccer Complex Field 3"
"Turf 2 WPFC Complex"
"Police Field"
"McCurry Park South McCurry South #23a"
"Metro Park  Metro Park # 3"
"Metro Park  Metro Park # 3"
"Oak Park High School Lower Grass Field"
"Oak Park High School Stadium"
"Davis Legacy Complex"
"Red Morton McGarvey"
"Olympic Park Field 4 (Turf)"
"National Soccer Development Centre - Turf"
"Harmony Sports Complex Turf Field 9A (9v9)"
"Grande Sports World Field 7"
"Ridgefield Park Sports Complex - Overpeck Ridgefield Park Sports Complex - Overpeck F1"
"Orange Park"
"National Sports Center"
"PDA Soccer Complex Field 1"
"Francis Parker School"
"The PrivateBank Fie Pitch South Field"
"Lincoln Elementary School Lincoln Elementary School - 9v9 field 1A"
"Fort Collins Soccer Complex #7"
"Bailey Park - Turf 2"
"Bailey Park - Turf 1"
"The Proving Grounds Field 2"
"The Proving Grounds Field 1"
"Pleasant View # 7"
"Grand Park Sports Campus - Field 4 (Turf)"
"NEFC Park NEFC Park 1a"
"NEFC Park NEFC Park 1b"
"Nobel Park Nobel Park Field 1"
"Nobel Park Nobel Park Field 1"
"TD Bank Oakwood Soccer Park Nationwide OSP #2 (back field)"
"Classic Soccer Park Field 3 (9v9)"
"Classic Soccer Park Field 1"
"YSC Sports (Turf) Outdoor Turf"
"Sierra College"
"PDA Soccer Complex Field 5"
"Surf Cup Sports Park Surf Cup Sports Park # 7"
"Surf Cup Sports Park Surf Cup Sports Park # 8"
"Trione Fields Trione West"
"Stocker Fields"
"Fowler Park Fowler Park: Field 5 (turf)"
"Fowler Park Fowler Park: Field 10 (turf)"
"Oakland University - Dome Field"
"Turf 2 WPFC Complex"
"Maryland SoccerPlex - Field 9A"
"Maryland SoccerPlex - Field 9B"
"Liberty High School Clive Charles Field (west)"
"Long Bridge Park LBP #4A"
"Long Bridge Park LBP #4B"
"Capelli Sport Complex - Field 4 Capelli Sport Complex - Field 4 FS"
"Dick's Sporting Goods Park Field 22"
"Toyota Soccer Center - Field 8"
"Elon Park Elon Park Turf Field #3"
"Oak Park High School Lower Grass Field"
"Ukrop Park Ukrop Park #6"
"Davis Legacy Complex"
"Starfire Sports Complex Field 11"
"Covenant Park CP 5"
"Brennan Field"
"OrthoCarolina Sportsplex OrthoCarolina Field #2"
"OrthoCarolina Sportsplex OrthoCarolina Field #1"
"Hefner Fields - The Plex (Field 13)"
"Metro Park  Metro Park # 3"
"Oak Park High School Stadium"
"STAR Soccer Complex"
"STAR Soccer Complex"
"National Soccer Development Centre - Turf"
"Hackley School - North Turf"
"Francis Parker School"
"Fort Collins Soccer Complex #7"
"Crew SC Training Center at Obetz  Crew SC Training Center Grass Field"
"McNamara Park"
"Georgetown Playfield"
"Wootton High School"
"Walter Johnson High School"
"Pleasant View # 7"
"Elon Park Elon Park Turf Field #3"
"Elon Park Elon Park Turf Field #4"
"Kuhlman Stadium - Edina Community Center Upper Field"
"Nobel Park Nobel Park Field 1"
"Nobel Park Nobel Park Field 1"
"Classic Soccer Park Field 1"
"YSC Sports (Turf) Outdoor Turf"
"PDA Soccer Complex Field 5"
"Trione Fields Trione West"
"Ultimate Soccer Arena"
"Ultimate Soccer Arena"
"Oakland University - Dome Field"
"Turf 2 WPFC Complex"
"Bailey Park - Turf 2"
"Bailey Park - Turf 1"
"The Proving Grounds Field 2"
"The Proving Grounds Field 1"
"Long Bridge Park LBP #4"
"Maryland SoccerPlex - Field 12"
"Brennan Field"
"Grover Cleveland Athletic Field"
"Hefner Fields - The Plex (Field 13)"
"NEFC Park NEFC Park 1"
"WRAL Soccer Center - #1 Dick's Sporting Goods (Turf)"
"Surf Cup Sports Park Surf Cup Sports Park # 8"
"Sequoia High School"
"Stocker Fields"
"Fowler Park Fowler Park: Field 5 (turf)"
"Fowler Park Fowler Park: Field 10 (turf)"
"Starfire Sports Complex Field 11"
"Fort Collins Soccer Complex #11"
"Covenant Park CP 5"
"Capelli Sport Complex - Field 4 Capelli Sport Complex - Field 4 FS"
"OrthoCarolina Sportsplex OrthoCarolina Field #1"
"OrthoCarolina Sportsplex OrthoCarolina Field #2"
"Dick's Sporting Goods Park Field 22"
"60 Acres Soccer Complex - South Side Field #22"
"Walker Mill Regional Park"
"Manhattanville College (turf)"
"Metro Park  Metro Park # 3"
"Oak Park High School Stadium"
"STAR Soccer Complex"
"STAR Soccer Complex"
"WCFC Soccer Complex - Field 5 Turf"
"Hackley School - North Turf"
"Georgetown Playfield"
"Francis Parker School"
"Crew SC Training Center at Obetz  Crew SC Training Center Grass Field"
"Los Alamos Hills Sports park Field 3 Grass"
"McNamara Park"
"National Soccer Development Centre - Turf"
"Girsh Park Girsh #1"
"Girsh Park Girsh #2"
"Wootton High School"
"Elon Park Elon Park Turf Field #4"
"Kuhlman Stadium - Edina Community Center Upper Field"
"Classic Soccer Park Field 1"
"PDA Soccer Complex Field 5"
"Crocker Amazon Soccer Fields Crocker Amazon 1C/D"
"Oakland University - Dome Field"
"WRAL Soccer Center - #1 Dick's Sporting Goods (Turf)"
"Sequoia High School"
"Long Bridge Park LBP #4"
"Fort Collins Soccer Complex #11"
"Maryland SoccerPlex - Field 12"
"Grover Cleveland Athletic Field"
"Bailey Park - Turf 1"
"OrthoCarolina Sportsplex OrthoCarolina Field #1"
"The Proving Grounds Field 1"
"NEFC Park NEFC Park 1"
"Manhattanville College (turf)"
"WCFC Soccer Complex - Field 5 Turf"
"Walker Mill Regional Park"
"Los Alamos Hills Sports park Field 3 Grass"
"Starfire Sports Complex Field 11"
"Capelli Sport Complex - Field 4 Capelli Sport Complex - Field 4 SS B"
"Hackley School - North Turf"
"Crocker Amazon Soccer Fields Crocker Amazon 1C/D"
"Dublin Jerome High School Dublin Jerome Stadium Field"
"Crew SC Training Center at Obetz  Crew SC Training Center Grass Field"
"WCFC Complex - Field 2"
"WCFC Complex - Field 2"
"Sequoia High School"
"Oakland University - Dome Field"
"PDA Soccer Complex Field 5"
"Capelli Sport Complex - Field 4 Capelli Sport Complex - Field 4 SS B"
"Walker Mill Regional Park"
"Mather Soccer Complex South Field"
"Mather Soccer Complex South Field"
"Dublin Jerome High School Dublin Jerome Stadium Field"
"Covenant Park CP 5"
"OrthoCarolina Sportsplex OrthoCarolina Field #3"
"OrthoCarolina Sportsplex OrthoCarolina Field #1"
"OrthoCarolina Sportsplex OrthoCarolina Field #2"
"De Anza College DeAnza College - Stadium Field"
"Robb Field "
"Toyota Park Turf Field"
"Dublin Jerome High School Dublin Jerome Grass Field #3"
"RFK Field - Turf Field"
"Portland Adventist Academy Portland Adventist Academy -Turf"
"UC Irvine "
"Wootton High School"
"National Sports Center"
"Nike Park Turf Field"
"Fort Collins Soccer Complex #7"
"Galway Downs Galway Downs Academy SS"
"Richard Montgomery High School (Turf)"
"Bailey Park - Turf 2"
"Bailey Park - Turf 1"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Empire United Soccer Complex"
"Kuhlman Stadium - Edina Community Center Upper Field"
"Ukrop Park Ukrop Park #6"
"Valeo FC"
"Valeo FC"
"De Anza College DeAnza College - Stadium Field"
"OrthoCarolina Sportsplex OrthoCarolina Field #1"
"OrthoCarolina Sportsplex OrthoCarolina Field #2"
"Dublin Jerome High School Dublin Jerome Grass Field #3"
"RFK Field - Turf Field"
"Belson Stadium, St. John's University"
"UC Irvine "
"Robb Field "
"Covenant Park CP 5"
"Toyota Park Turf Field"
"Dr. Henry A. Wise, Jr. High School"
"Portland Adventist Academy Portland Adventist Academy -Turf"
"Fort Collins Soccer Complex #7"
"Galway Downs Galway Downs Academy SS"
"National Sports Center"
"Nike Park Turf Field"
"Richard Montgomery High School (Turf)"
"The Proving Grounds Field 1"
"De Anza College DeAnza College - Stadium Field"
"Empire United Soccer Complex"
"Lehigh University"
"UC Irvine "
"UC Irvine "
"Westmont College Thorrington Field (located at track)"
"Cabrillo College - Field 1"
"Cabrillo College - Stadium Field"
"Bailey Park - Turf 2"
"Bailey Park - Turf 1"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Kuhlman Stadium - Edina Community Center Upper Field"
"Ukrop Park Ukrop Park #6"
"Ukrop Park Ukrop Park #5"
"Belson Stadium, St. John's University"
"Fort Collins Soccer Complex #11"
"Covenant Park CP 5"
"Dr. Henry A. Wise, Jr. High School"
"Portland Adventist Academy Portland Adventist Academy - Grass"
"Hefner Fields - The Plex (Field 13)"
"Pleasant Run Soccer Complex Pleasant Run Field 9"
"Pleasant Run Soccer Complex Pleasant Run Field 1"
"Toyota Park Turf Field"
"Cabrillo College - Field 1"
"Nike Park Turf Field"
"Argo High School - Stadium Field (Turf)"
"The Proving Grounds Field 1"
"Empire United Soccer Complex"
"Lehigh University"
"UC Irvine "
"UC Irvine "
"PDA Soccer Complex Field 5"
"Cabrillo College - Stadium Field"
"St. John Bosco High School St. John Bosco HS #2 on south side btwn Football & Baseball Stad"
"De Anza College DeAnza College - Stadium Field"
"Westmont College Thorrington Field (located at track)"
"Fort Collins Soccer Complex #11"
"Bailey Park - Turf 1"
"Hefner Fields - The Plex (Field 13)"
"Covenant Park CP 5"
"Capelli Sport Complex - Field 3 Capelli Sport Complex - Field 3 FS"
"Dr. Henry A. Wise, Jr. High School"
"Pleasant Run Soccer Complex Pleasant Run Field 9"
"Pleasant Run Soccer Complex Pleasant Run Field 1"
"Los Alamos Hills Sports park Field 3 Grass"
"St. John Bosco High School St. John Bosco HS #2 on south side btwn Football & Baseball Stad"
"Argo High School - Stadium Field (Turf)"
"UC Irvine "
"PDA Soccer Complex Field 5"
"St. Louis Scott Gallagher Collinsville Facility  Field 3"
"De Anza College DeAnza College - Stadium Field"
"Cabrillo College - Stadium Field"
"Los Alamos Hills Sports park Field 3 Grass"
"St. Louis Scott Gallagher Collinsville Facility  Field 3"
"PDA Soccer Complex Field 5"
"Tektronix Field"
"James Lick High School"
"East Side Sports Complex ESSC - Field 11"
"Capital FC Training Complex John Chambers Field B (9v9)"
"60 Acres Soccer Complex - South Side Field #22"
"RFK Field - Turf Field"
"Manchester Meadows Manchester Meadows 4A"
"Manchester Meadows Manchester Meadows 4B"
"Bartholomew Sports Park BSP 3S"
"Waukegan Sports Park - Field #8 (Grass) Turf Field "
"Alga Norte Community Park Alga Norte #3"
"StubHub Center Field 5"
"Police Field"
"Highlands Heritage Regional Park Highlands Heritage Park Lower Field 9v9A"
"Highlands Heritage Regional Park Highlands Heritage Park Lower Field 9v9B"
"Highlands Heritage Regional Park Highlands Heritage Park Stadium Field"
"Seacoast United Soccer Complex Field 3"
"Olympic Park Field 9 (Turf)"
"Pleasant Run Soccer Complex Pleasant Run Field 1"
"Marathon Park Marathon Park Field 1A"
"Marathon Park Marathon Park Field 1B"
"Santa Ana College Soccer Facility"
"Kasch Park Sports Complex Kasch Park Sports Complex, Field 3"
"Robert F. Kennedy High School (Small Sided turf South Side)"
"Robert F. Kennedy High School (Regulation Turf-North Side)"
"Starfire Sports Complex Starfire - Field #10"
"Francis Parker School"
"Galway Downs Galway Downs Academy SS"
"Ridgefield Park Sports Complex - Overpeck Ridgefield Park Sports Complex - Overpeck F2"
"The PrivateBank Fie Pitch South Field"
"Crew SC Training Center at Obetz  Crew SC Training Center Grass Field"
"Lincoln Elementary School Lincoln Elementary School - 9v9 field 1A"
"Pleasant View Sports Complex Pleasant View # 1A"
"Pleasant View Sports Complex Pleasant View # 1B"
"Marlboro Forekicks"
"Waukegan Sports Park - Field #8 (Grass) Grass Field #11"
"Lehigh University"
"Cal State LA - Stadium"
"Cal State LA - Stadium"
"Met Oval"
"Centre Nutrilait"
"Medway High School "
"Nobel Park Nobel Park Field 1"
"Sierra College"
"Pride Soccer Complex Pride Complex Field 4 North"
"Pride Soccer Complex Pride Complex Field 4 South"
"Oak Park High School Stadium"
"Ukrop Park Ukrop Park #6"
"Ukrop Park Ukrop Park #5"
"Cal State Monterey Bay Soccer Field"
"OC  Great Park Soccer Complex OCGP - Soccer Complex - Field 2"
"Oakland University - Dome Field"
"Powerlines #3"
"James Lick High School"
"Kasch Park Sports Complex Kasch Park Sports Complex, Field 3"
"East Side Sports Complex ESSC - Field 11"
"Capital FC Training Complex John Chambers Field (11v11)"
"OrthoCarolina Sportsplex OrthoCarolina Field #1"
"OrthoCarolina Sportsplex OrthoCarolina Field #1"
"60 Acres Soccer Complex - South Side Field #22"
"RFK Field - Turf Field"
"Wood Middle School"
"Bartholomew Sports Park BSP 3S"
"Alga Norte Community Park Alga Norte #3"
"StubHub Center Field 5"
"TD Bank Oakwood Soccer Park TD Bank OSP #1 (front field)"
"Seacoast United Soccer Complex Field 3"
"Olympic Park Field 9 (Turf)"
"James Long Park Long Park - Field 6"
"James Long Park Long Park - Field 6"
"Police Field"
"Marathon Park Marathon Park Field 3"
"CP 1A"
"CP 1B"
"Oregon Episcopal School"
"Schoolcraft Stadium - Outdoor"
"Bear Branch Soccer Complex Field 3 (turf)"
"Bear Branch Soccer Complex Field 7"
"Robert F. Kennedy High School (Small Sided turf South Side)"
"Metro Park  Metro Park # 3"
"Metro Park  Metro Park # 3"
"Highlands Heritage Regional Park Highlands Heritage Park Lower Field"
"America First Federal"
"Oak Park High School Lower Grass Field"
"McNamara Park"
"Pleasant Run Soccer Complex Pleasant Run Field 1"
"Galway Downs Galway Downs Academy SS"
"Ridgefield Park Sports Complex - Overpeck Ridgefield Park Sports Complex - Overpeck F1"
"Bayside FC Stadium (East Providence High School)"
"Ashland University - Ferguson Field"
"Lehigh University"
"Jackie Robinson Field"
"Robert F. Kennedy High School (Regulation Turf-North Side)"
"Met Oval"
"Starfire Sports Complex Starfire - Field #3"
"Sierra College"
"Highlands Heritage Regional Park Highlands Heritage Park Stadium Field"
"Santa Ana College Soccer Facility"
"Francis Parker School"
"The PrivateBank Fie Pitch South Field"
"Lincoln Elementary School Lincoln Elementary School - 9v9 field 1A"
"Marlboro Forekicks"
"OrthoCarolina Sportsplex OrthoCarolina Field #1"
"OrthoCarolina Sportsplex OrthoCarolina Field #2"
"Crew SC Training Center at Obetz  Crew SC Training Center Grass Field"
"Jaycee Park Field 1 - 9v9"
"Jaycee Park Field 2 - 9v9"
"Ross Stewart Soccer Complex"
"Ross Stewart Soccer Complex"
"Preston Park Preston Field 3"
"Pleasant View # 7"
"University of Tulsa"
"Waukegan Sports Park - Field #8 (Grass) Grass Field #11"
"Pinnacle Sports Complex (Turf) Pinnacle Sports Complex - U12A"
"Pinnacle Sports Complex (Turf) Pinnacle Sports Complex - U12B"
"Cal State LA - Stadium"
"Centre Nutrilait"
"Mitchel Athletic Complex"
"Nobel Park Nobel Park Field 1"
"WRAL Soccer Center - #6 Durham Bulls Stadium (Turf)"
"TD Bank Oakwood Soccer Park TD Bank OSP #1 (front field)"
"Ukrainian Natonals"
"Ukrainian Natonals"
"YSC Sports (Turf) Indoor Turf"
"PDA Soccer Complex Field 5"
"Pride Soccer Complex Pride Complex Field 1"
"Oak Park High School Stadium"
"Terrell Elementary"
"Cabrillo College - Field 1"
"Cabrillo College - Stadium Field"
"Seacoast United Soccer Complex Field 3"
"Seacoast United Soccer Complex Field 4"
"MoneyGram Soccer Park Moneygram Field 19"
"Fowler Park Fowler Park: Field 5 (turf)"
"Oakland University - Dome Field"
"Kasch Park Sports Complex Kasch Park Sports Complex, Field 3"
"Powerlines #3"
"Wood Middle School"
"James Lick High School"
"Ukrop Park Ukrop Park #6"
"McNamara Park"
"Capital FC Training Complex John Chambers Field (11v11)"
"RFK Field - Turf Field"
"Bear Branch Soccer Complex Field 3 (turf)"
"StubHub Center Field 5"
"StubHub Center Field 4"
"Medway High School "
"WRAL Soccer Center - #5 Travers Lasik (Turf)"
"Oak Park High School Lower Grass Field"
"Ukrop Park Ukrop Park #5"
"Cal State Monterey Bay Soccer Field"
"OC  Great Park Soccer Complex OCGP - Soccer Complex - Field 2"
"James Long Park Long Park - Field 6"
"Lake Forest Sports Park LF Turf B"
"Patelco Sports Complex at Bernal Community Park Patelco Sports Complex at Bernal Community Park - Bernal East"
"Patelco Sports Complex at Bernal Community Park Patelco Sports Complex at Bernal Community Park - Bernal West"
"CP 1"
"Oregon Episcopal School"
"Brennan Field"
"Ridgefield Park Sports Complex - Overpeck Ridgefield Park Sports Complex - Overpeck F1"
"Toyota Soccer Center - Field 9"
"Toyota Soccer Center - Field 5"
"Waukegan Sports Park - Field #8 (Grass) Turf Field "
"Jackie Robinson Field"
"Metro Park  Metro Park # 1"
"Pleasant Run Soccer Complex Pleasant Run Field 1"
"Marathon Park Marathon Park Field 3"
"Bayside FC Stadium (East Providence High School)"
"Francis Parker School"
